name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
"co - query result"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1145|3622830|0.000135|45025|80|66|26950|150.576374
LLPipeline::updateMoveDampedAsync|E:\BoxxyViewer\indra\newview\pipeline.cpp|2090|26735059|0.000995|67494|396|91|97849|614.308318
FTM_HUD_UPDATE|E:\BoxxyViewer\indra\newview\llhudobject.cpp|264|21803172|0.000811|173|126029|112758|264570|14215.173883
LLDrawPoolTerrain::endShadowPass|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|168|76754|0.000003|1024|74|31|841|50.544542
"UI 3D"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1522|244757|0.000009|172|1423|1081|2413|258.311284
"rebuildMesh - gen draw info"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6443|16757015|0.000624|742|22583|113|1749874|94776.682414
LLPipeline::rebuildPriorityGroups|E:\BoxxyViewer\indra\newview\pipeline.cpp|2888|151742496|0.005648|1118|135726|2298|7280943|452130.625778
"tcwfw - write"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|752|584|0.000000|16|36|21|113|27.224989
LLViewerTextureList::updateImagesCreateTextures|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1093|279887|0.000010|173|1617|200|25133|4823.009206
LLReflectionMapManager::doProbeUpdate|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|743|168860294|0.006285|172|981745|140090|4159112|955219.207334
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12126|231|0.000000|3|77|37|98|34.655447
LLTextureFetchWorker::onCompleted|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1956|83303|0.000003|16|5206|895|7551|1640.579593
LLPerfStats::StatsRecorder::endFrame|E:\BoxxyViewer\indra\newview\llperfstats.h|183|205349|0.000008|172|1193|805|2240|236.123753
LLPumpIO::callback|E:\BoxxyViewer\indra\llmessage\llpumpio.cpp|743|7271|0.000000|172|42|38|123|6.569022
LLSettingsVOWater::applySpecial|E:\BoxxyViewer\indra\newview\llsettingsvo.cpp|1065|567684|0.000021|345|1645|714|59937|3201.841749
"List"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|868|370679693|0.013796|173|2142657|2057443|2809340|126887.036242
"lllog"|E:\BoxxyViewer\indra\newview\lleventpoll.cpp|186|2749|0.000000|23|119|95|178|23.426869
LLGLSLShader::disableTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1255|1885434|0.000070|122181|15|6|6863|43.567182
LLViewerFetchedTexture::updateVirtualSize|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1821|2087045|0.000078|44294|47|38|8111|77.799363
"doOcclusion - early fail"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1196|29268|0.000001|96|304|8|1034|144.674298
"lllog"|E:\BoxxyViewer\indra\newview\llface.cpp|828|16546|0.000001|156|106|6|873|102.639300
LLTextureFetch::cmdDoWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3520|59538|0.000002|172|346|160|2336|326.749399
LLVOAvatar::calculateUpdateRenderComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11988|7250274|0.000270|699|10372|6|564016|45799.151423
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4136|315|0.000000|3|105|94|127|19.052559
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|1216098|0.000045|21843|55|19|2543|94.499935
LL::WorkQueueBase::runFor|E:\BoxxyViewer\indra\llcommon\workqueue.h|171|3199142|0.000119|1290|2479|431|122997|5701.834595
LLCore::HttpOpRequest::setupCommon|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|429|12226|0.000000|43|284|107|1018|152.161099
"lllog"|E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp|536|468|0.000000|1|468|468|468|0.000000
LLDrawPoolAvatar::endDeferredRigid|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|585|88367|0.000003|607|145|55|1937|116.874435
LLVOSky::updateGeometry|E:\BoxxyViewer\indra\newview\llvosky.cpp|982|1137217|0.000042|345|3296|2261|42379|2224.333881
"lllog"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5402|12151|0.000000|111|109|42|630|61.748611
FTM_DISPLAY_DEBUG_TEXT|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|981|66938|0.000002|172|389|215|1142|140.627291
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::push|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|348|134032|0.000005|111|1207|721|2539|275.125145
"media sort2"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|904|15291|0.000001|172|88|31|677|64.469268
LLVOAvatar::calculateSpatialExtents|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|1648|7994981|0.000298|214|37359|4471|106744|19369.175320
LLProfile::generate|E:\BoxxyViewer\indra\llmath\llvolume.cpp|742|183726|0.000007|70|2624|8|18843|3913.292787
FTM_OBJECTLIST_UPDATE|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5477|815560596|0.030354|172|4741631|3967762|6050449|370276.665234
LLSkinningUtil::initSkinningMatrixPalette|E:\BoxxyViewer\indra\newview\llskinningutil.cpp|134|48978545|0.001823|67539|725|10|60024|663.312217
"tfwdw - WAIT_ON_WRITE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1909|252513|0.000009|48|5260|36|49130|10259.661318
"notify loaded meshes"|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|3423|418869|0.000016|4|104717|41635|255672|101456.271669
delete_buffers|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|296|11519|0.000000|40|287|7|2977|621.359902
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6713|194|0.000000|5|38|34|56|9.695360
LLDrawable::updateSpatialExtents|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1062|28144416|0.001048|61772|455|10|118421|2548.942774
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::addSamples|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|112|514151|0.000019|2580|199|21|6108|172.059140
LLRenderPass::pushBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|435|88259856|0.003285|19131|4613|6|257329|14372.421662
"update sky"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|918|166184|0.000006|173|960|546|5170|427.919072
LLViewerWindow::cubeSnapshot|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|5620|167373703|0.006229|172|973102|130768|4150770|955631.410260
LLViewerTexture::addFace|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|907|40790|0.000002|282|144|6|16589|986.719303
LLVOVolume::updateGeometry|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2211|5687922|0.000212|1636|3476|226|51147|4810.457004
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginprocessparent.cpp|1143|3389|0.000000|25|135|9|881|163.928846
LLDrawable::updateGeometry|E:\BoxxyViewer\indra\newview\lldrawable.cpp|984|30989576|0.001153|5493|5641|170|72604|9556.535632
LLWindowWin32::swapBuffers|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|4106|6977013|0.000260|172|40564|21741|464058|43699.030638
"qtpr - retry"|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|490|267995|0.000010|174|1540|197|11505|1925.017734
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|1236|21478|0.000001|1677|12|8|645|26.083467
LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::pop_|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|424|35498|0.000001|282|125|6|935|136.879041
LL::WorkQueueBase::postMaybe|E:\BoxxyViewer\indra\llcommon\workqueue.h|553|694|0.000000|1|694|694|694|0.000000
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2842|2482|0.000000|14|177|11|336|90.204895
`anonymous-namespace'::writeToRecorders|E:\BoxxyViewer\indra\llcommon\llerror.cpp|1265|1653918|0.000062|44|37589|17546|61162|17427.827387
LLPipeline::generateSSSDepth|E:\BoxxyViewer\indra\newview\pipeline.cpp|10482|879976544|0.032752|173|5086569|3116497|13911761|1229801.119479
LLGLState::~LLGLState|E:\BoxxyViewer\indra\llrender\llgl.cpp|2556|9063063|0.000337|798734|11|5|48483|61.827690
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::getDefaultBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|223|16316|0.000001|688|23|6|661|43.529374
LLThread::wake|E:\BoxxyViewer\indra\llcommon\llthread.cpp|473|279851|0.000010|516|542|300|1782|217.539832
LLMutexTrylock::~LLMutexTrylock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|391|223602|0.000008|4472|50|28|861|36.541695
LLRenderPass::pushRiggedMaskBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|625|253616624|0.009439|7561|33542|6|375324|57942.821275
LLSharedMutex::unlockExclusive|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|306|60604|0.000002|333|181|39|1810|194.662799
LLVOAvatar::idleUpdateMisc|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|3268|167241371|0.006225|15539|10762|188|197807|21895.093348
LLSharedMutex::lockShared|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|182|44620|0.000002|20|2231|79|6568|1735.632450
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|1538|269|0.000000|1|269|269|269|0.000000
"lllog"|E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp|1088|218|0.000000|1|218|218|218|0.000000
LLTrace::AccumulatorBufferGroup::~AccumulatorBufferGroup|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|55|7236|0.000000|344|21|6|80|8.735171
LLPipeline::postSort|E:\BoxxyViewer\indra\newview\pipeline.cpp|3648|265625358|0.009886|1290|205911|7884|9102634|494442.026302
LLMotionController::updateIdleActiveMotions|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|555|40992509|0.001526|11154|3675|96|205737|2836.300578
LLImageGL::generateTextures|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1248|4066|0.000000|14|290|54|847|184.184272
LL::GLTFSceneManager::update|E:\BoxxyViewer\indra\newview\gltfscenemanager.cpp|484|27424|0.000001|173|158|67|816|75.024647
`anonymous-namespace'::RecordToStderr::writeANSI|E:\BoxxyViewer\indra\llcommon\llerror.cpp|279|56128|0.000002|44|1275|436|2792|790.202005
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::sync|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|142|234309|0.000009|860|272|93|1476|228.548232
LLPipeline::renderGeomDeferred|E:\BoxxyViewer\indra\newview\pipeline.cpp|4076|455212092|0.016943|606|751175|28961|2709721|833399.123322
LLCore::HttpOpRequest::prepareRequest|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|472|526987|0.000020|43|12255|2905|40282|8871.936842
LLTextureFetchWorker::finishWork|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2082|1568|0.000000|18|87|9|625|144.681801
LLError::Log::flush|E:\BoxxyViewer\indra\llcommon\llerror.cpp|1438|1686661|0.000063|44|38333|17792|63009|17895.495309
"lllog"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|3603|1097|0.000000|6|182|118|415|116.602744
LLTextureFetch::getFetchState|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3159|5741|0.000000|19|302|256|353|25.881139
`anonymous-namespace'::ImplMap::insert|E:\BoxxyViewer\indra\llcommon\llsd.cpp|547|239411|0.000009|1381|173|45|1611|144.375888
LLMeshHandlerBase::onCompleted|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|3641|59245|0.000002|3|19748|12221|33814|12191.257708
LLThread::unlockData|E:\BoxxyViewer\indra\llcommon\llthread.cpp|499|85457|0.000003|950|89|28|4789|201.858298
LLEnvironment::updateShaderUniforms|E:\BoxxyViewer\indra\newview\llenvironment.cpp|1722|37930635|0.001412|26059|1455|794|97506|1105.108552
FTM_UPDATE_HUD_EFFECTS|E:\BoxxyViewer\indra\newview\llhudmanager.cpp|61|5158656|0.000192|173|29818|25494|41068|2973.632521
LLSpatialBridge::updateSpatialExtents|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1334|25126245|0.000935|56405|445|10|73039|664.115299
LLViewerTextureList::updateImagesUpdateStats|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|1323|5268|0.000000|173|30|28|63|4.073453
LLMutex::trylock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|127|929083|0.000035|5333|174|48|14947|236.833224
LLTextBase::updateSegments|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2189|322755|0.000012|20127|16|6|4966|52.776479
LLKeyframeWalkMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp|108|43141|0.000002|20|2157|630|4401|1218.047856
"lllog"|E:\BoxxyViewer\indra\llappearance\llavatarappearance.cpp|456|319|0.000000|1|319|319|319|0.000000
LLVolumeGeometryManager::rebuildGeom|E:\BoxxyViewer\indra\newview\llvovolume.cpp|5899|91491375|0.003405|779|117447|8544|3357607|297081.144381
"renderDeferredLighting - projectors"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8939|6159933|0.000229|271|22730|6893|249640|16109.028466
LLAppViewer::idle|E:\BoxxyViewer\indra\newview\llappviewer.cpp|5203|1111999812|0.041387|172|6465115|5061304|8435397|685908.133037
LLTrace::PeriodicRecording::nextPeriod|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|450|5870532|0.000218|172|34131|30206|94820|6331.567113
"df pauseMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1524|401773|0.000015|172|2335|1399|9197|789.512830
"tfwdw - LOAD_FROM_NETWORK"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1259|138770|0.000005|17|8162|1380|29413|6360.630727
LLCondition::signal|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|348|3457832|0.000129|1633|2117|7|20476|1599.062531
LLGLSLShader::uniform3fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1952|2959223|0.000110|17397|170|24|91484|751.138260
LLDrawPoolBump::beginBump|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|496|1147540|0.000043|1850|620|53|10276|728.587922
"lllog"|E:\BoxxyViewer\indra\llappearance\llavatarappearance.cpp|462|252|0.000000|1|252|252|252|0.000000
"renderDeferredLighting - sun shadow"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8668|1432273|0.000053|173|8279|6933|23845|1448.938525
LLOcclusionCullingGroup::releaseOcclusionQueryObjectName|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|824|738850|0.000027|45397|16|8|1994|40.239647
LLVolume::getLoDTriangleCounts|E:\BoxxyViewer\indra\llmath\llvolume.cpp|3993|47527|0.000002|539|88|18|917|99.291177
"Exact OIT prepare capture"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|833|704015|0.000026|172|4093|3590|6096|410.741599
"unmapBuffer - index"|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1518|1914790|0.000071|3539|541|45|48252|2152.757448
LLPipeline::stateSort|E:\BoxxyViewer\indra\newview\pipeline.cpp|3338|64066335|0.002384|54874|1167|23|211617|9564.735657
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::pop_|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|424|881461|0.000033|3256|270|6|9909|600.942138
LLWalkAdjustMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llkeyframewalkmotion.cpp|202|19587|0.000001|23|851|418|2059|336.250853
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6746|544|0.000000|7|77|7|100|31.577946
"httppt - curl_multi_perform"|E:\BoxxyViewer\indra\llcorehttp\_httplibcurl.cpp|173|32324470|0.001203|2006|16113|1048|6738422|153632.727729
LLFontGL::render|E:\BoxxyViewer\indra\llrender\llfontgl.cpp|155|42061339|0.001565|35020|1201|6|218055|2680.262498
"pushGLTFBatch"|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|920|29138220|0.001084|35134|829|390|140875|1009.204460
LLVOAvatar::idleUpdateNameTag|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|3647|27218368|0.001013|15539|1751|21|58091|1436.401750
FTM_WINDOW_CHECK_SETTINGS|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|6135|93239|0.000003|173|538|192|39697|2995.927545
LLViewerTextureList::getImage|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|561|15223337|0.000567|88987|171|65|108352|503.354732
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::pop|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|446|19003606851|0.707295|790|24055198|58|2697451374|130766208.273168
"lllog"|E:\BoxxyViewer\indra\newview\pipeline.cpp|11496|11037|0.000000|261|42|6|214|30.367049
LLPerfStats::RecordTime<0>::RecordTime|E:\BoxxyViewer\indra\newview\llperfstats.h|325|22124|0.000001|1721|12|5|84|7.144847
LLViewerWindow::updateUI|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|3538|46034955|0.001713|172|267645|229458|522499|31021.292964
"lllog"|E:\BoxxyViewer\indra\newview\pipeline.cpp|11790|23061|0.000001|261|88|6|808|75.513549
"lllog"|E:\BoxxyViewer\indra\llprimitive\llprimitive.cpp|1415|9389|0.000000|312|30|6|237|44.041014
LLDrawPoolBump::beginFullbrightShiny|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|284|2712756|0.000101|1850|1466|326|8393|1028.777193
"ggv - texgen 2"|E:\BoxxyViewer\indra\newview\llface.cpp|1723|209372|0.000008|1563|133|15|2592|161.960961
LLVOVolume::setVolume|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1162|767350|0.000029|682|1125|15|10007|1554.506690
"tfwdw - WAIT_HTTP_RESOURCE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1353|7374|0.000000|17|433|146|974|222.761784
LLQueuedThread::addRequest|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|276|293596|0.000011|54|5436|216|35849|6573.743866
LLGLSLShader::uniformMatrix4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|2005|999063|0.000037|6261|159|30|1674|101.138132
`anonymous-namespace'::RecordToTracy::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|364|7666|0.000000|44|174|22|577|152.795044
LLMutex::lock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|49|2224654|0.000083|19082|116|22|11352|206.493212
"gi - mouse queue"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2371|51926|0.000002|172|301|213|1041|97.996002
LLViewerTextureList::updateImages|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|810|370613951|0.013794|173|2142277|2057165|2808690|126875.254856
LLSpatialGroup::handleChildAddition|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|816|1024645|0.000038|908|1128|290|4331|734.143962
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12080|8777|0.000000|96|91|29|328|51.383286
LLGLDepthTest::LLGLDepthTest|E:\BoxxyViewer\indra\llrender\llgl.cpp|2792|2883890|0.000107|39106|73|6|8148|148.369439
LLTextureFetch::getPending|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2917|139756|0.000005|344|406|229|7552|495.975283
LLMaterial::getHash|E:\BoxxyViewer\indra\llprimitive\llmaterial.cpp|470|87016|0.000003|2672|32|10|1106|78.514622
LLVOVolume::genBBoxes|E:\BoxxyViewer\indra\newview\llvovolume.cpp|1913|3860598|0.000144|1544|2500|44|49168|4656.303155
LLHandMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llhandmotion.cpp|124|1503272|0.000056|2800|536|260|6204|241.474117
LLDrawPoolTerrain::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|137|1302541|0.000048|345|3775|27|111959|13002.519330
"llvfcuccm - generate indices"|E:\BoxxyViewer\indra\llmath\llvolume.cpp|6433|1296|0.000000|8|162|116|276|51.688628
"tgd - do bump"|E:\BoxxyViewer\indra\newview\llface.cpp|1955|3663|0.000000|4|915|809|1074|115.202720
LLDrawPoolBump::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolbump.cpp|543|2372186|0.000088|578|4104|568|26898|2864.980426
LLPerfStats::RecordTime<0>::RecordTime|E:\BoxxyViewer\indra\newview\llperfstats.h|318|33037|0.000001|1721|19|5|632|23.387410
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1249|3182|0.000000|17|187|7|524|144.191496
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2013|2273|0.000000|16|142|7|298|63.826327
LLTextBase::appendTextImpl|E:\BoxxyViewer\indra\llui\lltextbase.cpp|2446|1213382|0.000045|312|3889|2060|54764|3815.173940
LLView::findChildView|E:\BoxxyViewer\indra\llui\llview.cpp|1650|1451974039|0.054041|1979224|733|5|521002|10953.078189
LLUIImage::draw|E:\BoxxyViewer\indra\llrender\lluiimage.inl|44|8701784|0.000324|23392|371|58|51587|555.280502
"lllog"|E:\BoxxyViewer\indra\newview\pipeline.cpp|11486|9857|0.000000|261|37|6|757|48.599145
"lllog"|E:\BoxxyViewer\indra\llmessage\llhttpnode.cpp|258|3274|0.000000|46|71|7|252|67.232928
LLPipeline::updateMoveNormalAsync|E:\BoxxyViewer\indra\newview\pipeline.cpp|2121|9077166|0.000338|10764|843|167|40310|1126.097685
calc_light_dist|E:\BoxxyViewer\indra\newview\pipeline.cpp|5613|3256944|0.000121|87054|37|6|25605|115.032689
LLMaterialMgr::onIdle|E:\BoxxyViewer\indra\newview\llmaterialmgr.cpp|576|252250|0.000009|172|1466|1040|2921|336.142653
LLGLSLShader::uniformMatrix3x4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1678|49667663|0.001849|310387|160|9|60385|251.170814
LLTextureFetch::update|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2996|911760|0.000034|172|5300|2124|41132|5196.337605
LLPerfStats::updateClass|E:\BoxxyViewer\indra\newview\llperfstats.cpp|290|3604423|0.000134|172|20955|7919|134384|14346.480845
LLCore::HttpService::processRequestQueue|E:\BoxxyViewer\indra\llcorehttp\_httpservice.cpp|340|346697927|0.012904|1726|200867|130|33601544|2054813.762122
LLFace::calcPixelArea|E:\BoxxyViewer\indra\newview\llface.cpp|2288|351648951|0.013088|460064|764|14|149863|728.000006
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::~AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|79|122287|0.000005|344|355|49|1261|160.851116
LLVOPartGroup::updateGeometry|E:\BoxxyViewer\indra\newview\llvopartgroup.cpp|218|24406762|0.000908|3684|6625|619|72432|10997.781066
LLTrace::PeriodicRecording::getPeriodMeanPerSec|E:\BoxxyViewer\indra\llcommon\lltracerecording.h|574|1660164|0.000062|518|3204|1063|8808|1274.858012
"clear max/sum"|E:\BoxxyViewer\indra\newview\llperfstats.cpp|228|5393|0.000000|172|31|22|203|23.563898
"getGeometryVolume - normal"|E:\BoxxyViewer\indra\newview\llface.cpp|2056|4469699|0.000166|5268|848|31|166846|5374.411239
LL::WorkQueueBase::runPending|E:\BoxxyViewer\indra\llcommon\workqueue.cpp|97|158421|0.000006|111|1427|951|3027|298.691419
LLViewerFetchedTexture::processTextureStats|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1728|186289|0.000007|4165|44|5|8314|145.303980
"lllog"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5394|14078|0.000001|111|126|41|325|67.500034
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|1912313|0.000071|3622|527|32|102527|1741.141517
LLViewerTexture::addTextureStats|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|872|2394306|0.000089|55078|43|5|2967|102.835504
LLViewerTexture::reorganizeFaceList|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1002|472921|0.000018|44982|10|6|7944|47.691137
LLViewerObject::markDead|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|425|735271|0.000027|42|17506|12583|23272|2415.461381
LLDrawPoolAvatar::endPostDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|246|656840|0.000024|868|756|584|5334|254.939086
"cglt - late setImage"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1692|162585|0.000006|14|11613|4476|15188|3470.419760
LLDrawPoolAlphaMask::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|118|8953499|0.000333|578|15490|128|57925|15057.807438
LLSD::operator []|E:\BoxxyViewer\indra\llcommon\llsd.cpp|1192|164345|0.000006|823|199|6|1317|214.480127
LLViewerLODTexture::processTextureStats|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|3188|4237031|0.000158|43932|96|57|13461|150.105509
LLPipeline::stateSort|E:\BoxxyViewer\indra\newview\pipeline.cpp|3198|634807959|0.023627|1290|492099|9099|9249184|699711.295951
LLEnvironment::updateGLVariablesForSettings|E:\BoxxyViewer\indra\newview\llenvironment.cpp|1708|1158402|0.000043|690|1678|903|60359|2307.329911
"ggv - texgen 1"|E:\BoxxyViewer\indra\newview\llface.cpp|1717|1049891|0.000039|1929|544|9|84517|4056.564667
LLDrawable::setNumFacesFast|E:\BoxxyViewer\indra\newview\lldrawable.cpp|440|560117|0.000021|168|3334|555|31622|2728.295056
LLGLSLShader::uniform4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1978|321855|0.000012|4702|68|11|2682|82.229173
LLQueuedThread::processRequest|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|435|22061040|0.000821|227|97185|792|4427791|332975.888612
"voiceConnectionCoroLoop"|E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp|626|1999858|0.000074|43|46508|17924|96900|13819.406458
LL::WorkQueueBase::postTo|E:\BoxxyViewer\indra\llcommon\workqueue.h|502|2265|0.000000|1|2265|2265|2265|0.000000
LLViewerRegion::updateReflectionProbes|E:\BoxxyViewer\indra\newview\llviewerregion.cpp|1277|292351|0.000011|173|1689|1144|13543|953.105591
llsd_equals|E:\BoxxyViewer\indra\llcommon\llsdutil.cpp|770|55561|0.000002|218|254|10|667|91.588616
gen_buffer|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|263|5923|0.000000|106|55|7|355|60.303755
LLFace::calcImportanceToCamera|E:\BoxxyViewer\indra\newview\llface.cpp|2488|17293810|0.000644|448749|38|5|33064|69.444537
LLPipeline::setupHWLights|E:\BoxxyViewer\indra\newview\pipeline.cpp|5825|3163901|0.000118|1990|1589|45|10672|1425.958900
ms_sleep|E:\BoxxyViewer\indra\llcommon\lltimer.cpp|112|10475608807|0.389891|1817|5765332|2008428|1000967491|46842846.912614
